date,PE_ratio,index_name,index_type
1995-01-01,15.8136,FTSE Global All Cap Index,region
1995-02-01,15.5711,FTSE Global All Cap Index,region
1995-03-01,15.1152,FTSE Global All Cap Index,region
1995-04-01,14.2792,FTSE Global All Cap Index,region
1995-05-01,14.4172,FTSE Global All Cap Index,region
1995-06-01,14.816,FTSE Global All Cap Index,region
1995-07-01,15.3652,FTSE Global All Cap Index,region
1995-08-01,15.6203,FTSE Global All Cap Index,region
1995-09-01,15.6203,FTSE Global All Cap Index,region
1995-10-01,15.685,FTSE Global All Cap Index,region
1995-11-01,15.685,FTSE Global All Cap Index,region
1995-12-01,15.8651,FTSE Global All Cap Index,region
1996-01-01,16.1478,FTSE Global All Cap Index,region
1996-02-01,16.3606,FTSE Global All Cap Index,region
1996-03-01,16.5835,FTSE Global All Cap Index,region
1996-04-01,15.5444,FTSE Global All Cap Index,region
1996-05-01,15.0467,FTSE Global All Cap Index,region
1996-06-01,15.4594,FTSE Global All Cap Index,region
1996-07-01,16.5913,FTSE Global All Cap Index,region
1996-08-01,16.3232,FTSE Global All Cap Index,region
1996-09-01,16.5553,FTSE Global All Cap Index,region
1996-10-01,16.7698,FTSE Global All Cap Index,region
1996-11-01,17.0183,FTSE Global All Cap Index,region
1996-12-01,17.0183,FTSE Global All Cap Index,region
1997-01-01,17.3202,FTSE Global All Cap Index,region
1997-02-01,17.5334,FTSE Global All Cap Index,region
1997-03-01,17.7493,FTSE Global All Cap Index,region
1997-04-01,16.8565,FTSE Global All Cap Index,region
1997-05-01,17.7417,FTSE Global All Cap Index,region
1997-06-01,18.7625,FTSE Global All Cap Index,region
1997-07-01,19.3719,FTSE Global All Cap Index,region
1997-08-01,19.6177,FTSE Global All Cap Index,region
1997-09-01,19.5988,FTSE Global All Cap Index,region
1997-10-01,19.1114,FTSE Global All Cap Index,region
1997-11-01,19.0376,FTSE Global All Cap Index,region
1997-12-01,18.1471,FTSE Global All Cap Index,region
1998-01-01,18.1471,FTSE Global All Cap Index,region
1998-02-01,19.1446,FTSE Global All Cap Index,region
1998-03-01,20.4978,FTSE Global All Cap Index,region
1998-04-01,20.4978,FTSE Global All Cap Index,region
1998-05-01,21.2867,FTSE Global All Cap Index,region
1998-06-01,20.5024,FTSE Global All Cap Index,region
1998-07-01,21.2881,FTSE Global All Cap Index,region
1998-08-01,20.2467,FTSE Global All Cap Index,region
1998-09-01,19.5653,FTSE Global All Cap Index,region
1998-10-01,18.5757,FTSE Global All Cap Index,region
1998-11-01,20.2063,FTSE Global All Cap Index,region
1998-12-01,21.1955,FTSE Global All Cap Index,region
1999-01-01,21.9679,FTSE Global All Cap Index,region
1999-02-01,22.4669,FTSE Global All Cap Index,region
1999-03-01,22.9468,FTSE Global All Cap Index,region
1999-04-01,23.2146,FTSE Global All Cap Index,region
1999-05-01,23.8076,FTSE Global All Cap Index,region
1999-06-01,23.3437,FTSE Global All Cap Index,region
1999-07-01,23.8163,FTSE Global All Cap Index,region
1999-08-01,22.9606,FTSE Global All Cap Index,region
1999-09-01,22.814,FTSE Global All Cap Index,region
1999-10-01,22.814,FTSE Global All Cap Index,region
1999-11-01,22.814,FTSE Global All Cap Index,region
1999-12-01,23.8868,FTSE Global All Cap Index,region
2000-01-01,24.3673,FTSE Global All Cap Index,region
2000-02-01,24.1547,FTSE Global All Cap Index,region
2000-03-01,23.8111,FTSE Global All Cap Index,region
2000-04-01,23.4357,FTSE Global All Cap Index,region
2000-05-01,22.936,FTSE Global All Cap Index,region
2000-06-01,23.2652,FTSE Global All Cap Index,region
2000-07-01,23.2652,FTSE Global All Cap Index,region
2000-08-01,22.7204,FTSE Global All Cap Index,region
2000-09-01,22.4565,FTSE Global All Cap Index,region
2000-10-01,21.3373,FTSE Global All Cap Index,region
2000-11-01,20.7226,FTSE Global All Cap Index,region
2000-12-01,20.7226,FTSE Global All Cap Index,region
2001-01-01,20.7046,FTSE Global All Cap Index,region
2001-02-01,20.4492,FTSE Global All Cap Index,region
2001-03-01,19.7651,FTSE Global All Cap Index,region
2001-04-01,18.6269,FTSE Global All Cap Index,region
2001-05-01,19.6104,FTSE Global All Cap Index,region
2001-06-01,20.3173,FTSE Global All Cap Index,region
2001-07-01,19.5284,FTSE Global All Cap Index,region
2001-08-01,19.3399,FTSE Global All Cap Index,region
2001-09-01,18.2504,FTSE Global All Cap Index,region
2001-10-01,16.6235,FTSE Global All Cap Index,region
2001-11-01,19.8347,FTSE Global All Cap Index,region
2001-12-01,20.4726,FTSE Global All Cap Index,region
2002-01-01,20.9213,FTSE Global All Cap Index,region
2002-02-01,20.3967,FTSE Global All Cap Index,region
2002-03-01,20.7038,FTSE Global All Cap Index,region
2002-04-01,20.0739,FTSE Global All Cap Index,region
2002-05-01,18.9393,FTSE Global All Cap Index,region
2002-06-01,17.3685,FTSE Global All Cap Index,region
2002-07-01,16.6483,FTSE Global All Cap Index,region
2002-08-01,15.9853,FTSE Global All Cap Index,region
2002-09-01,15.4189,FTSE Global All Cap Index,region
2002-10-01,15.4189,FTSE Global All Cap Index,region
2002-11-01,15.3492,FTSE Global All Cap Index,region
2002-12-01,15.5697,FTSE Global All Cap Index,region
2003-01-01,15.7024,FTSE Global All Cap Index,region
2003-02-01,15.0786,FTSE Global All Cap Index,region
2003-03-01,14.7862,FTSE Global All Cap Index,region
2003-04-01,14.7413,FTSE Global All Cap Index,region
2003-05-01,15.4024,FTSE Global All Cap Index,region
2003-06-01,16.2433,FTSE Global All Cap Index,region
2003-07-01,16.4797,FTSE Global All Cap Index,region
2003-08-01,16.4797,FTSE Global All Cap Index,region
2003-09-01,16.2877,FTSE Global All Cap Index,region
2003-10-01,16.7539,FTSE Global All Cap Index,region
2003-11-01,16.7539,FTSE Global All Cap Index,region
2003-12-01,16.4734,FTSE Global All Cap Index,region
2004-01-01,16.4487,FTSE Global All Cap Index,region
2004-02-01,17.1137,FTSE Global All Cap Index,region
2004-03-01,16.8435,FTSE Global All Cap Index,region
2004-04-01,16.5495,FTSE Global All Cap Index,region
2004-05-01,15.7718,FTSE Global All Cap Index,region
2004-06-01,15.3199,FTSE Global All Cap Index,region
2004-07-01,15.2858,FTSE Global All Cap Index,region
2004-08-01,14.8635,FTSE Global All Cap Index,region
2004-09-01,14.7056,FTSE Global All Cap Index,region
2004-10-01,14.7056,FTSE Global All Cap Index,region
2004-11-01,14.8527,FTSE Global All Cap Index,region
2004-12-01,15.1275,FTSE Global All Cap Index,region
2005-01-01,15.1275,FTSE Global All Cap Index,region
2005-02-01,15.1259,FTSE Global All Cap Index,region
2005-03-01,15.2772,FTSE Global All Cap Index,region
2005-04-01,14.3434,FTSE Global All Cap Index,region
2005-05-01,14.0831,FTSE Global All Cap Index,region
2005-06-01,13.8771,FTSE Global All Cap Index,region
2005-07-01,13.8771,FTSE Global All Cap Index,region
2005-08-01,14.1601,FTSE Global All Cap Index,region
2005-09-01,14.1268,FTSE Global All Cap Index,region
2005-10-01,14.1268,FTSE Global All Cap Index,region
2005-11-01,13.735,FTSE Global All Cap Index,region
2005-12-01,14.1278,FTSE Global All Cap Index,region
2006-01-01,14.4086,FTSE Global All Cap Index,region
2006-02-01,14.4086,FTSE Global All Cap Index,region
2006-03-01,14.5482,FTSE Global All Cap Index,region
2006-04-01,14.5482,FTSE Global All Cap Index,region
2006-05-01,13.6479,FTSE Global All Cap Index,region
2006-06-01,13.0018,FTSE Global All Cap Index,region
2006-07-01,13.1834,FTSE Global All Cap Index,region
2006-08-01,13.4277,FTSE Global All Cap Index,region
2006-09-01,13.6524,FTSE Global All Cap Index,region
2006-10-01,13.8572,FTSE Global All Cap Index,region
2006-11-01,14.2147,FTSE Global All Cap Index,region
2006-12-01,14.2147,FTSE Global All Cap Index,region
2007-01-01,14.4447,FTSE Global All Cap Index,region
2007-02-01,14.6821,FTSE Global All Cap Index,region
2007-03-01,14.0484,FTSE Global All Cap Index,region
2007-04-01,14.5482,FTSE Global All Cap Index,region
2007-05-01,14.7179,FTSE Global All Cap Index,region
2007-06-01,14.7179,FTSE Global All Cap Index,region
2007-07-01,14.4475,FTSE Global All Cap Index,region
2007-08-01,13.4548,FTSE Global All Cap Index,region
2007-09-01,13.783,FTSE Global All Cap Index,region
2007-10-01,14.495,FTSE Global All Cap Index,region
2007-11-01,14.495,FTSE Global All Cap Index,region
2007-12-01,13.3788,FTSE Global All Cap Index,region
2008-01-01,13.3159,FTSE Global All Cap Index,region
2008-02-01,12.0264,FTSE Global All Cap Index,region
2008-03-01,12.16,FTSE Global All Cap Index,region
2008-04-01,12.0489,FTSE Global All Cap Index,region
2008-05-01,12.867,FTSE Global All Cap Index,region
2008-06-01,12.0721,FTSE Global All Cap Index,region
2008-07-01,11.2827,FTSE Global All Cap Index,region
2008-08-01,11.0982,FTSE Global All Cap Index,region
2008-09-01,10.3375,FTSE Global All Cap Index,region
2008-10-01,9.3436,FTSE Global All Cap Index,region
2008-11-01,8.6723,FTSE Global All Cap Index,region
2008-12-01,9.0767,FTSE Global All Cap Index,region
2009-01-01,10.6448,FTSE Global All Cap Index,region
2009-02-01,10.9046,FTSE Global All Cap Index,region
2009-03-01,10.8948,FTSE Global All Cap Index,region
2009-04-01,12.6477,FTSE Global All Cap Index,region
2009-05-01,13.0925,FTSE Global All Cap Index,region
2009-06-01,13.8661,FTSE Global All Cap Index,region
2009-07-01,13.8048,FTSE Global All Cap Index,region
2009-08-01,14.0811,FTSE Global All Cap Index,region
2009-09-01,14.5098,FTSE Global All Cap Index,region
2009-10-01,14.4371,FTSE Global All Cap Index,region
2009-11-01,13.5103,FTSE Global All Cap Index,region
2009-12-01,13.5103,FTSE Global All Cap Index,region
2010-01-01,14.3638,FTSE Global All Cap Index,region
2010-02-01,12.6087,FTSE Global All Cap Index,region
2010-03-01,12.6087,FTSE Global All Cap Index,region
2010-04-01,13.3801,FTSE Global All Cap Index,region
2010-05-01,11.9593,FTSE Global All Cap Index,region
2010-06-01,11.5172,FTSE Global All Cap Index,region
2010-07-01,11.1117,FTSE Global All Cap Index,region
2010-08-01,11.3894,FTSE Global All Cap Index,region
2010-09-01,11.4415,FTSE Global All Cap Index,region
2010-10-01,11.8729,FTSE Global All Cap Index,region
2010-11-01,12.0321,FTSE Global All Cap Index,region
2010-12-01,11.8689,FTSE Global All Cap Index,region
2011-01-01,11.8689,FTSE Global All Cap Index,region
2011-02-01,12.35,FTSE Global All Cap Index,region
2011-03-01,11.5185,FTSE Global All Cap Index,region
2011-04-01,12.048,FTSE Global All Cap Index,region
2011-05-01,11.8617,FTSE Global All Cap Index,region
2011-06-01,11.6266,FTSE Global All Cap Index,region
2011-07-01,11.4031,FTSE Global All Cap Index,region
2011-08-01,10.2283,FTSE Global All Cap Index,region
2011-09-01,9.8838,FTSE Global All Cap Index,region
2011-10-01,9.9706,FTSE Global All Cap Index,region
2011-11-01,10.5168,FTSE Global All Cap Index,region
2011-12-01,10.4891,FTSE Global All Cap Index,region
2012-01-01,11.0235,FTSE Global All Cap Index,region
2012-02-01,11.2862,FTSE Global All Cap Index,region
2012-03-01,11.7819,FTSE Global All Cap Index,region
2012-04-01,11.8233,FTSE Global All Cap Index,region
2012-05-01,11.1762,FTSE Global All Cap Index,region
2012-06-01,10.6258,FTSE Global All Cap Index,region
2012-07-01,10.6258,FTSE Global All Cap Index,region
2012-08-01,11.3944,FTSE Global All Cap Index,region
2012-09-01,11.7539,FTSE Global All Cap Index,region
2012-10-01,11.8967,FTSE Global All Cap Index,region
2012-11-01,11.5066,FTSE Global All Cap Index,region
2012-12-01,12.0142,FTSE Global All Cap Index,region
2013-01-01,12.4091,FTSE Global All Cap Index,region
2013-02-01,12.6471,FTSE Global All Cap Index,region
2013-03-01,12.6471,FTSE Global All Cap Index,region
2013-04-01,12.7884,FTSE Global All Cap Index,region
2013-05-01,13.4151,FTSE Global All Cap Index,region
2013-06-01,12.8071,FTSE Global All Cap Index,region
2013-07-01,12.4438,FTSE Global All Cap Index,region
2013-08-01,13.2068,FTSE Global All Cap Index,region
2013-09-01,13.2068,FTSE Global All Cap Index,region
2013-10-01,13.1829,FTSE Global All Cap Index,region
2013-11-01,13.7525,FTSE Global All Cap Index,region
2013-12-01,13.88,FTSE Global All Cap Index,region
2014-01-01,13.88,FTSE Global All Cap Index,region
2014-02-01,13.3506,FTSE Global All Cap Index,region
2014-03-01,13.3506,FTSE Global All Cap Index,region
2014-04-01,14.0453,FTSE Global All Cap Index,region
2014-05-01,14.169,FTSE Global All Cap Index,region
2014-06-01,14.169,FTSE Global All Cap Index,region
2014-07-01,14.4416,FTSE Global All Cap Index,region
2014-08-01,14.207,FTSE Global All Cap Index,region
2014-09-01,14.4634,FTSE Global All Cap Index,region
2014-10-01,13.5177,FTSE Global All Cap Index,region
2014-11-01,13.5177,FTSE Global All Cap Index,region
2014-12-01,14.8097,FTSE Global All Cap Index,region
2015-01-01,14.5588,FTSE Global All Cap Index,region
2015-02-01,15.2858,FTSE Global All Cap Index,region
2015-03-01,16.0191,FTSE Global All Cap Index,region
2015-04-01,16.0191,FTSE Global All Cap Index,region
2015-05-01,15.9853,FTSE Global All Cap Index,region
2015-06-01,15.9853,FTSE Global All Cap Index,region
2015-07-01,15.2581,FTSE Global All Cap Index,region
2015-08-01,14.9946,FTSE Global All Cap Index,region
2015-09-01,14.3155,FTSE Global All Cap Index,region
2015-10-01,14.4267,FTSE Global All Cap Index,region
2015-11-01,15.0024,FTSE Global All Cap Index,region
2015-12-01,15.1774,FTSE Global All Cap Index,region
2016-01-01,13.7082,FTSE Global All Cap Index,region
2016-02-01,13.8574,FTSE Global All Cap Index,region
2016-03-01,14.4007,FTSE Global All Cap Index,region
2016-04-01,15.2367,FTSE Global All Cap Index,region
2016-05-01,15.5097,FTSE Global All Cap Index,region
2016-06-01,15.1202,FTSE Global All Cap Index,region
2016-07-01,15.0125,FTSE Global All Cap Index,region
2016-08-01,15.3501,FTSE Global All Cap Index,region
2016-09-01,15.6416,FTSE Global All Cap Index,region
2016-10-01,15.434,FTSE Global All Cap Index,region
2016-11-01,15.0654,FTSE Global All Cap Index,region
2016-12-01,15.442,FTSE Global All Cap Index,region
2017-01-01,15.6753,FTSE Global All Cap Index,region
2017-02-01,15.6373,FTSE Global All Cap Index,region
2017-03-01,16.0196,FTSE Global All Cap Index,region
2017-04-01,16.0196,FTSE Global All Cap Index,region
2017-05-01,15.787,FTSE Global All Cap Index,region
2017-06-01,15.9186,FTSE Global All Cap Index,region
2017-07-01,15.9186,FTSE Global All Cap Index,region
2017-08-01,15.9246,FTSE Global All Cap Index,region
2017-09-01,15.7671,FTSE Global All Cap Index,region
2017-10-01,16.0365,FTSE Global All Cap Index,region
2017-11-01,16.1837,FTSE Global All Cap Index,region
2017-12-01,16.1837,FTSE Global All Cap Index,region
2018-01-01,16.2656,FTSE Global All Cap Index,region
2018-02-01,15.3401,FTSE Global All Cap Index,region
2018-03-01,15.1782,FTSE Global All Cap Index,region
2018-04-01,14.7847,FTSE Global All Cap Index,region
2018-05-01,14.7847,FTSE Global All Cap Index,region
2018-06-01,14.9713,FTSE Global All Cap Index,region
2018-07-01,14.5656,FTSE Global All Cap Index,region
2018-08-01,14.5656,FTSE Global All Cap Index,region
2018-09-01,14.6567,FTSE Global All Cap Index,region
2018-10-01,14.7044,FTSE Global All Cap Index,region
2018-11-01,13.5696,FTSE Global All Cap Index,region
2018-12-01,13.5696,FTSE Global All Cap Index,region
2019-01-01,12.8126,FTSE Global All Cap Index,region
2019-02-01,14.3901,FTSE Global All Cap Index,region
2019-03-01,14.6619,FTSE Global All Cap Index,region
2019-04-01,14.8498,FTSE Global All Cap Index,region
2019-05-01,15.0997,FTSE Global All Cap Index,region
2019-06-01,14.4354,FTSE Global All Cap Index,region
2019-07-01,15.1331,FTSE Global All Cap Index,region
2019-08-01,14.7977,FTSE Global All Cap Index,region
2019-09-01,14.7977,FTSE Global All Cap Index,region
2019-10-01,14.8953,FTSE Global All Cap Index,region
2019-11-01,15.7154,FTSE Global All Cap Index,region
2019-12-01,16.0582,FTSE Global All Cap Index,region
2020-01-01,16.2906,FTSE Global All Cap Index,region
2020-02-01,16.7698,FTSE Global All Cap Index,region
2020-03-01,12.4839,FTSE Global All Cap Index,region
2020-04-01,16.381,FTSE Global All Cap Index,region
2020-05-01,17.733,FTSE Global All Cap Index,region
2020-06-01,18.9161,FTSE Global All Cap Index,region
2020-07-01,19.6087,FTSE Global All Cap Index,region
2020-08-01,19.8678,FTSE Global All Cap Index,region
2020-09-01,19.7376,FTSE Global All Cap Index,region
2020-10-01,18.8319,FTSE Global All Cap Index,region
2020-11-01,18.7744,FTSE Global All Cap Index,region
2020-12-01,19.7359,FTSE Global All Cap Index,region
2021-01-01,19.7359,FTSE Global All Cap Index,region
2021-02-01,19.6233,FTSE Global All Cap Index,region
2021-03-01,19.1184,FTSE Global All Cap Index,region
2021-04-01,19.3626,FTSE Global All Cap Index,region
2021-05-01,18.2797,FTSE Global All Cap Index,region
2021-06-01,18.6134,FTSE Global All Cap Index,region
2021-07-01,18.7035,FTSE Global All Cap Index,region
2021-08-01,18.2841,FTSE Global All Cap Index,region
2021-09-01,18.2841,FTSE Global All Cap Index,region
2021-10-01,17.8936,FTSE Global All Cap Index,region
2021-11-01,17.7388,FTSE Global All Cap Index,region
2021-12-01,18.3969,FTSE Global All Cap Index,region
2022-01-01,18.1525,FTSE Global All Cap Index,region
2022-02-01,17.6202,FTSE Global All Cap Index,region
2022-03-01,16.1837,FTSE Global All Cap Index,region
2022-04-01,16.4747,FTSE Global All Cap Index,region
2022-05-01,15.6937,FTSE Global All Cap Index,region
2022-06-01,14.641,FTSE Global All Cap Index,region
2022-07-01,14.0501,FTSE Global All Cap Index,region
2022-08-01,15.345,FTSE Global All Cap Index,region
2022-09-01,14.5048,FTSE Global All Cap Index,region
2022-10-01,13.381,FTSE Global All Cap Index,region
2022-11-01,14.1664,FTSE Global All Cap Index,region
2022-12-01,15.1441,FTSE Global All Cap Index,region
2023-01-01,14.9756,FTSE Global All Cap Index,region
2023-02-01,15.8325,FTSE Global All Cap Index,region
2023-03-01,16.3636,FTSE Global All Cap Index,region
2023-04-01,15.9669,FTSE Global All Cap Index,region
2023-05-01,16.2591,FTSE Global All Cap Index,region
2023-06-01,16.1468,FTSE Global All Cap Index,region
2023-07-01,17.4582,FTSE Global All Cap Index,region
2023-08-01,18.1366,FTSE Global All Cap Index,region
2023-09-01,17.2365,FTSE Global All Cap Index,region
2023-10-01,16.2875,FTSE Global All Cap Index,region
2023-11-01,16.3726,FTSE Global All Cap Index,region
2023-12-01,17.4419,FTSE Global All Cap Index,region
2024-01-01,18.0416,FTSE Global All Cap Index,region
2024-02-01,18.3502,FTSE Global All Cap Index,region
2024-03-01,19.4498,FTSE Global All Cap Index,region
2024-04-01,20.0768,FTSE Global All Cap Index,region
2024-05-01,19.3977,FTSE Global All Cap Index,region
2024-06-01,20.2359,FTSE Global All Cap Index,region
2024-07-01,20.5791,FTSE Global All Cap Index,region
2024-08-01,21.2389,FTSE Global All Cap Index,region
2024-09-01,21.3206,FTSE Global All Cap Index,region
2024-10-01,20.8557,FTSE Global All Cap Index,region
2024-11-01,21.1239,FTSE Global All Cap Index,region
2024-12-01,21.2361,FTSE Global All Cap Index,region
2025-01-01,20.9706,FTSE Global All Cap Index,region
2025-02-01,20.9966,FTSE Global All Cap Index,region
2025-03-01,20.5772,FTSE Global All Cap Index,region
2025-04-01,20.8072,FTSE Global All Cap Index,region
2025-05-01,19.8145,FTSE Global All Cap Index,region
2025-06-01,20.6416,FTSE Global All Cap Index,region
2025-07-01,20.8681,FTSE Global All Cap Index,region
2025-08-01,21.4012,FTSE Global All Cap Index,region
2025-09-01,22.0792,FTSE Global All Cap Index,region
2025-10-01,22.4554,FTSE Global All Cap Index,region
2025-11-01,23.2005,FTSE Global All Cap Index,region
2025-12-01,22.2059,FTSE Global All Cap Index,region
2026-01-01,22.4386,FTSE Global All Cap Index,region
2026-02-01,22.3221,FTSE Global All Cap Index,region
1871-01-01,11.1,CRSP US Total Market Index,region
1871-02-01,11.25,CRSP US Total Market Index,region
1871-03-01,11.52,CRSP US Total Market Index,region
1871-04-01,11.85,CRSP US Total Market Index,region
1871-05-01,12.15,CRSP US Total Market Index,region
1871-06-01,12.05,CRSP US Total Market Index,region
1871-07-01,11.82,CRSP US Total Market Index,region
1871-08-01,11.98,CRSP US Total Market Index,region
1871-09-01,12.1,CRSP US Total Market Index,region
1871-10-01,11.48,CRSP US Total Market Index,region
1871-11-01,11.6,CRSP US Total Market Index,region
1871-12-01,11.85,CRSP US Total Market Index,region
1872-01-01,12.07,CRSP US Total Market Index,region
1872-02-01,12.05,CRSP US Total Market Index,region
1872-03-01,12.37,CRSP US Total Market Index,region
1872-04-01,12.63,CRSP US Total Market Index,region
1872-05-01,12.56,CRSP US Total Market Index,region
1872-06-01,12.36,CRSP US Total Market Index,region
1872-07-01,12.22,CRSP US Total Market Index,region
1872-08-01,12.0,CRSP US Total Market Index,region
1872-09-01,11.72,CRSP US Total Market Index,region
1872-10-01,11.69,CRSP US Total Market Index,region
1872-11-01,11.58,CRSP US Total Market Index,region
1872-12-01,11.79,CRSP US Total Market Index,region
1873-01-01,11.82,CRSP US Total Market Index,region
1873-02-01,11.84,CRSP US Total Market Index,region
1873-03-01,11.68,CRSP US Total Market Index,region
1873-04-01,11.45,CRSP US Total Market Index,region
1873-05-01,11.41,CRSP US Total Market Index,region
1873-06-01,11.19,CRSP US Total Market Index,region
1873-07-01,11.11,CRSP US Total Market Index,region
1873-08-01,11.04,CRSP US Total Market Index,region
1873-09-01,10.14,CRSP US Total Market Index,region
1873-10-01,9.21,CRSP US Total Market Index,region
1873-11-01,8.83,CRSP US Total Market Index,region
1873-12-01,9.61,CRSP US Total Market Index,region
1874-01-01,10.13,CRSP US Total Market Index,region
1874-02-01,10.43,CRSP US Total Market Index,region
1874-03-01,10.28,CRSP US Total Market Index,region
1874-04-01,10.0,CRSP US Total Market Index,region
1874-05-01,9.74,CRSP US Total Market Index,region
1874-06-01,9.7,CRSP US Total Market Index,region
1874-07-01,9.7,CRSP US Total Market Index,region
1874-08-01,9.72,CRSP US Total Market Index,region
1874-09-01,9.87,CRSP US Total Market Index,region
1874-10-01,9.85,CRSP US Total Market Index,region
1874-11-01,9.93,CRSP US Total Market Index,region
1874-12-01,9.87,CRSP US Total Market Index,region
1875-01-01,10.05,CRSP US Total Market Index,region
1875-02-01,10.22,CRSP US Total Market Index,region
1875-03-01,10.55,CRSP US Total Market Index,region
1875-04-01,10.9,CRSP US Total Market Index,region
1875-05-01,10.69,CRSP US Total Market Index,region
1875-06-01,10.68,CRSP US Total Market Index,region
1875-07-01,10.93,CRSP US Total Market Index,region
1875-08-01,11.21,CRSP US Total Market Index,region
1875-09-01,11.35,CRSP US Total Market Index,region
1875-10-01,11.41,CRSP US Total Market Index,region
1875-11-01,11.87,CRSP US Total Market Index,region
1875-12-01,12.14,CRSP US Total Market Index,region
1876-01-01,12.62,CRSP US Total Market Index,region
1876-02-01,13.04,CRSP US Total Market Index,region
1876-03-01,13.26,CRSP US Total Market Index,region
1876-04-01,13.02,CRSP US Total Market Index,region
1876-05-01,12.79,CRSP US Total Market Index,region
1876-06-01,12.97,CRSP US Total Market Index,region
1876-07-01,13.09,CRSP US Total Market Index,region
1876-08-01,12.81,CRSP US Total Market Index,region
1876-09-01,12.3,CRSP US Total Market Index,region
1876-10-01,12.51,CRSP US Total Market Index,region
1876-11-01,12.56,CRSP US Total Market Index,region
1876-12-01,12.79,CRSP US Total Market Index,region
1877-01-01,12.6,CRSP US Total Market Index,region
1877-02-01,11.79,CRSP US Total Market Index,region
1877-03-01,11.12,CRSP US Total Market Index,region
1877-04-01,10.25,CRSP US Total Market Index,region
1877-05-01,10.2,CRSP US Total Market Index,region
1877-06-01,9.41,CRSP US Total Market Index,region
1877-07-01,9.77,CRSP US Total Market Index,region
1877-08-01,10.4,CRSP US Total Market Index,region
1877-09-01,10.98,CRSP US Total Market Index,region
1877-10-01,11.16,CRSP US Total Market Index,region
1877-11-01,10.93,CRSP US Total Market Index,region
1877-12-01,10.83,CRSP US Total Market Index,region
1878-01-01,10.8,CRSP US Total Market Index,region
1878-02-01,10.54,CRSP US Total Market Index,region
1878-03-01,10.71,CRSP US Total Market Index,region
1878-04-01,10.98,CRSP US Total Market Index,region
1878-05-01,10.98,CRSP US Total Market Index,region
1878-06-01,11.18,CRSP US Total Market Index,region
1878-07-01,11.38,CRSP US Total Market Index,region
1878-08-01,11.25,CRSP US Total Market Index,region
1878-09-01,11.45,CRSP US Total Market Index,region
1878-10-01,11.29,CRSP US Total Market Index,region
1878-11-01,11.22,CRSP US Total Market Index,region
1878-12-01,11.13,CRSP US Total Market Index,region
1879-01-01,11.34,CRSP US Total Market Index,region
1879-02-01,11.53,CRSP US Total Market Index,region
1879-03-01,11.15,CRSP US Total Market Index,region
1879-04-01,11.31,CRSP US Total Market Index,region
1879-05-01,11.62,CRSP US Total Market Index,region
1879-06-01,11.48,CRSP US Total Market Index,region
1879-07-01,11.52,CRSP US Total Market Index,region
1879-08-01,11.41,CRSP US Total Market Index,region
1879-09-01,11.64,CRSP US Total Market Index,region
1879-10-01,12.71,CRSP US Total Market Index,region
1879-11-01,13.17,CRSP US Total Market Index,region
1879-12-01,12.95,CRSP US Total Market Index,region
1880-01-01,13.13,CRSP US Total Market Index,region
1880-02-01,13.06,CRSP US Total Market Index,region
1880-03-01,13.01,CRSP US Total Market Index,region
1880-04-01,12.43,CRSP US Total Market Index,region
1880-05-01,11.2,CRSP US Total Market Index,region
1880-06-01,11.01,CRSP US Total Market Index,region
1880-07-01,11.28,CRSP US Total Market Index,region
1880-08-01,11.45,CRSP US Total Market Index,region
1880-09-01,11.2,CRSP US Total Market Index,region
1880-10-01,11.3,CRSP US Total Market Index,region
1880-11-01,11.67,CRSP US Total Market Index,region
1880-12-01,11.92,CRSP US Total Market Index,region
1881-01-01,12.74,CRSP US Total Market Index,region
1881-02-01,12.81,CRSP US Total Market Index,region
1881-03-01,13.07,CRSP US Total Market Index,region
1881-04-01,13.14,CRSP US Total Market Index,region
1881-05-01,13.85,CRSP US Total Market Index,region
1881-06-01,14.15,CRSP US Total Market Index,region
1881-07-01,13.78,CRSP US Total Market Index,region
1881-08-01,13.58,CRSP US Total Market Index,region
1881-09-01,13.81,CRSP US Total Market Index,region
1881-10-01,13.72,CRSP US Total Market Index,region
1881-11-01,13.94,CRSP US Total Market Index,region
1881-12-01,13.66,CRSP US Total Market Index,region
1882-01-01,13.48,CRSP US Total Market Index,region
1882-02-01,13.21,CRSP US Total Market Index,region
1882-03-01,13.21,CRSP US Total Market Index,region
1882-04-01,13.24,CRSP US Total Market Index,region
1882-05-01,13.1,CRSP US Total Market Index,region
1882-06-01,13.06,CRSP US Total Market Index,region
1882-07-01,13.82,CRSP US Total Market Index,region
1882-08-01,14.26,CRSP US Total Market Index,region
1882-09-01,14.43,CRSP US Total Market Index,region
1882-10-01,14.06,CRSP US Total Market Index,region
1882-11-01,13.49,CRSP US Total Market Index,region
1882-12-01,13.58,CRSP US Total Market Index,region
1883-01-01,13.59,CRSP US Total Market Index,region
1883-02-01,13.36,CRSP US Total Market Index,region
1883-03-01,13.61,CRSP US Total Market Index,region
1883-04-01,13.98,CRSP US Total Market Index,region
1883-05-01,13.82,CRSP US Total Market Index,region
1883-06-01,14.02,CRSP US Total Market Index,region
1883-07-01,13.89,CRSP US Total Market Index,region
1883-08-01,13.34,CRSP US Total Market Index,region
1883-09-01,13.57,CRSP US Total Market Index,region
1883-10-01,13.28,CRSP US Total Market Index,region
1883-11-01,13.57,CRSP US Total Market Index,region
1883-12-01,13.35,CRSP US Total Market Index,region
